Vardas         Pavarde                 Galutinis (Vid.)    Galutinis (Med.)
Vardas7269     Pavarde7269                         3.92                4.00
Vardas7270     Pavarde7270                         4.80                4.80
Vardas7272     Pavarde7272                         4.96                5.20
Vardas7277     Pavarde7277                         3.40                2.80
Vardas7278     Pavarde7278                         3.24                3.00
Vardas7280     Pavarde7280                         3.36                3.60
Vardas7281     Pavarde7281                         4.88                5.80
Vardas7282     Pavarde7282                         3.76                3.40
Vardas7283     Pavarde7283                         4.12                4.20
Vardas7285     Pavarde7285                         3.52                3.00
Vardas7286     Pavarde7286                         4.56                4.80
Vardas7292     Pavarde7292                         4.64                4.40
Vardas7293     Pavarde7293                         4.16                3.80
Vardas7295     Pavarde7295                         3.28                3.00
Vardas7296     Pavarde7296                         2.16                2.00
Vardas7298     Pavarde7298                         3.04                3.40
Vardas7299     Pavarde7299                         3.16                3.00
Vardas7300     Pavarde7300                         4.84                4.80
Vardas7301     Pavarde7301                         2.32                2.40
Vardas7305     Pavarde7305                         4.20                4.80
Vardas7306     Pavarde7306                         4.48                4.20
Vardas7310     Pavarde7310                         3.92                4.00
Vardas7311     Pavarde7311                         3.56                3.60
Vardas7313     Pavarde7313                         2.72                3.00
Vardas7315     Pavarde7315                         2.88                2.40
Vardas7323     Pavarde7323                         2.76                2.80
Vardas7329     Pavarde7329                         3.60                3.60
Vardas7330     Pavarde7330                         3.00                3.00
Vardas7333     Pavarde7333                         4.64                4.40
Vardas7338     Pavarde7338                         3.96                3.80
Vardas7342     Pavarde7342                         4.96                5.00
Vardas7344     Pavarde7344                         2.92                2.80
Vardas7345     Pavarde7345                         4.64                4.60
Vardas7347     Pavarde7347                         3.04                3.00
Vardas7348     Pavarde7348                         3.96                4.00
Vardas7351     Pavarde7351                         3.68                3.80
Vardas7353     Pavarde7353                         2.60                2.20
Vardas7362     Pavarde7362                         3.76                3.20
Vardas7363     Pavarde7363                         2.92                2.40
Vardas7365     Pavarde7365                         2.68                2.80
Vardas7366     Pavarde7366                         3.48                3.60
Vardas7367     Pavarde7367                         3.16                3.80
Vardas7368     Pavarde7368                         4.52                3.80
Vardas7370     Pavarde7370                         3.04                3.00
Vardas7372     Pavarde7372                         4.12                3.80
Vardas7374     Pavarde7374                         4.64                4.40
Vardas7376     Pavarde7376                         4.04                4.20
Vardas7377     Pavarde7377                         3.64                3.80
Vardas7379     Pavarde7379                         3.68                3.80
Vardas7381     Pavarde7381                         3.44                3.00
Vardas7384     Pavarde7384                         3.44                3.40
Vardas7385     Pavarde7385                         4.16                4.60
Vardas7386     Pavarde7386                         2.56                2.40
Vardas7388     Pavarde7388                         4.48                4.60
Vardas7390     Pavarde7390                         4.60                4.40
Vardas7395     Pavarde7395                         3.56                3.60
Vardas7399     Pavarde7399                         3.72                4.00
Vardas7400     Pavarde7400                         4.52                4.60
Vardas7401     Pavarde7401                         3.48                3.60
Vardas7404     Pavarde7404                         4.96                5.20
Vardas7405     Pavarde7405                         4.16                4.00
Vardas7409     Pavarde7409                         4.04                4.00
Vardas7410     Pavarde7410                         3.12                3.20
Vardas7415     Pavarde7415                         2.68                2.80
Vardas7418     Pavarde7418                         4.16                4.00
Vardas7423     Pavarde7423                         4.88                4.80
Vardas7426     Pavarde7426                         3.52                3.40
Vardas7428     Pavarde7428                         4.00                4.00
Vardas7431     Pavarde7431                         4.76                4.40
Vardas7434     Pavarde7434                         3.84                4.00
Vardas7440     Pavarde7440                         3.96                4.00
Vardas7441     Pavarde7441                         3.12                3.00
Vardas7443     Pavarde7443                         4.84                5.20
Vardas7444     Pavarde7444                         3.60                4.00
Vardas7449     Pavarde7449                         3.32                3.00
Vardas7450     Pavarde7450                         2.36                2.20
Vardas7455     Pavarde7455                         4.64                4.60
Vardas7456     Pavarde7456                         4.64                4.80
Vardas7457     Pavarde7457                         4.32                4.20
Vardas7460     Pavarde7460                         3.52                3.60
Vardas7462     Pavarde7462                         3.00                3.00
Vardas7464     Pavarde7464                         4.80                4.80
Vardas7466     Pavarde7466                         3.92                3.80
Vardas7467     Pavarde7467                         3.48                3.60
Vardas7468     Pavarde7468                         4.40                4.20
Vardas7470     Pavarde7470                         3.12                3.40
Vardas7471     Pavarde7471                         3.48                3.00
Vardas7473     Pavarde7473                         4.68                4.60
Vardas7477     Pavarde7477                         4.36                4.20
Vardas7478     Pavarde7478                         2.80                2.60
Vardas7479     Pavarde7479                         3.48                3.60
Vardas7480     Pavarde7480                         4.16                4.40
Vardas7481     Pavarde7481                         2.28                2.20
Vardas7483     Pavarde7483                         4.40                4.40
Vardas7486     Pavarde7486                         3.00                3.00
Vardas7487     Pavarde7487                         3.40                3.40
Vardas7488     Pavarde7488                         4.88                4.00
Vardas7490     Pavarde7490                         4.12                4.20
Vardas7492     Pavarde7492                         3.84                3.20
Vardas7493     Pavarde7493                         3.56                3.40
Vardas7494     Pavarde7494                         3.60                3.60
Vardas7495     Pavarde7495                         2.76                2.80
Vardas7498     Pavarde7498                         4.88                5.20
Vardas7499     Pavarde7499                         2.72                2.40
Vardas7501     Pavarde7501                         4.92                5.00
Vardas7502     Pavarde7502                         2.80                2.80
Vardas7511     Pavarde7511                         4.24                4.40
Vardas7512     Pavarde7512                         4.60                4.40
Vardas7513     Pavarde7513                         4.52                4.40
Vardas7514     Pavarde7514                         4.16                3.20
Vardas7515     Pavarde7515                         4.36                4.00
Vardas7518     Pavarde7518                         3.80                3.60
Vardas7519     Pavarde7519                         2.04                1.60
Vardas7521     Pavarde7521                         4.44                4.60
Vardas7522     Pavarde7522                         2.72                2.60
Vardas7524     Pavarde7524                         4.20                4.00
Vardas7528     Pavarde7528                         4.44                4.00
Vardas7530     Pavarde7530                         3.76                3.60
Vardas7535     Pavarde7535                         3.32                3.60
Vardas7536     Pavarde7536                         3.48                3.20
Vardas7539     Pavarde7539                         4.76                4.60
Vardas7548     Pavarde7548                         4.88                5.00
Vardas7550     Pavarde7550                         4.08                4.20
Vardas7551     Pavarde7551                         2.32                2.40
Vardas7552     Pavarde7552                         3.64                4.40
Vardas7555     Pavarde7555                         4.28                4.20
Vardas7556     Pavarde7556                         4.72                4.60
Vardas7558     Pavarde7558                         4.24                3.80
Vardas7559     Pavarde7559                         3.84                4.00
Vardas7560     Pavarde7560                         3.52                3.80
Vardas7561     Pavarde7561                         4.56                4.60
Vardas7563     Pavarde7563                         2.28                2.40
Vardas7565     Pavarde7565                         2.52                2.20
Vardas7566     Pavarde7566                         3.04                3.20
Vardas7571     Pavarde7571                         3.48                3.60
Vardas7572     Pavarde7572                         2.92                3.20
Vardas7573     Pavarde7573                         4.76                5.00
Vardas7578     Pavarde7578                         2.52                2.40
Vardas7579     Pavarde7579                         3.92                4.00
Vardas7580     Pavarde7580                         3.44                3.80
Vardas7585     Pavarde7585                         3.36                3.60
Vardas7587     Pavarde7587                         2.88                3.00
Vardas7588     Pavarde7588                         3.56                3.60
Vardas7592     Pavarde7592                         3.00                3.00
Vardas7595     Pavarde7595                         3.40                3.20
Vardas7597     Pavarde7597                         3.40                3.20
Vardas7598     Pavarde7598                         2.68                2.60
Vardas7599     Pavarde7599                         4.80                4.60
Vardas7600     Pavarde7600                         3.52                4.00
Vardas7604     Pavarde7604                         4.44                4.60
Vardas7612     Pavarde7612                         4.32                4.60
Vardas7613     Pavarde7613                         2.56                2.40
Vardas7615     Pavarde7615                         3.72                3.60
Vardas7617     Pavarde7617                         4.16                4.00
Vardas7618     Pavarde7618                         2.36                2.20
Vardas7620     Pavarde7620                         3.80                3.80
Vardas7621     Pavarde7621                         3.00                3.00
Vardas7622     Pavarde7622                         2.92                3.00
Vardas7625     Pavarde7625                         3.16                3.20
Vardas7627     Pavarde7627                         4.84                5.00
Vardas7628     Pavarde7628                         2.72                2.80
Vardas7634     Pavarde7634                         2.80                2.20
Vardas7637     Pavarde7637                         3.48                3.40
Vardas7638     Pavarde7638                         3.48                3.40
Vardas7639     Pavarde7639                         2.40                2.20
Vardas7640     Pavarde7640                         4.76                4.80
Vardas7642     Pavarde7642                         4.16                4.00
Vardas7646     Pavarde7646                         4.80                5.20
Vardas7647     Pavarde7647                         2.48                2.20
Vardas7649     Pavarde7649                         3.64                3.80
Vardas7653     Pavarde7653                         3.76                3.60
Vardas7654     Pavarde7654                         4.60                4.00
Vardas7656     Pavarde7656                         3.68                3.40
Vardas7657     Pavarde7657                         3.04                3.00
Vardas7658     Pavarde7658                         3.88                4.00
Vardas7659     Pavarde7659                         3.48                3.60
Vardas7662     Pavarde7662                         4.76                5.20
Vardas7663     Pavarde7663                         3.84                4.00
Vardas7664     Pavarde7664                         3.48                3.60
Vardas7665     Pavarde7665                         2.60                2.60
Vardas7668     Pavarde7668                         4.32                4.40
Vardas7669     Pavarde7669                         2.80                3.00
Vardas7675     Pavarde7675                         3.12                3.20
Vardas7677     Pavarde7677                         2.80                2.20
Vardas7678     Pavarde7678                         3.96                4.20
Vardas7682     Pavarde7682                         4.80                4.80
Vardas7688     Pavarde7688                         2.76                2.80
Vardas7690     Pavarde7690                         3.96                4.00
Vardas7692     Pavarde7692                         4.72                3.80
Vardas7693     Pavarde7693                         3.72                3.80
Vardas7694     Pavarde7694                         3.76                3.40
Vardas7696     Pavarde7696                         3.92                3.80
Vardas7697     Pavarde7697                         2.44                2.40
Vardas7698     Pavarde7698                         3.68                3.80
Vardas7699     Pavarde7699                         4.64                5.00
Vardas7700     Pavarde7700                         4.00                3.80
Vardas7701     Pavarde7701                         4.20                4.60
Vardas7702     Pavarde7702                         4.88                5.00
Vardas7703     Pavarde7703                         4.96                5.00
Vardas7708     Pavarde7708                         3.56                4.40
Vardas7709     Pavarde7709                         3.76                4.20
Vardas7710     Pavarde7710                         3.68                3.80
Vardas7712     Pavarde7712                         4.24                4.60
Vardas7716     Pavarde7716                         2.60                2.40
Vardas7717     Pavarde7717                         2.84                3.00
Vardas7718     Pavarde7718                         4.12                4.20
Vardas7721     Pavarde7721                         3.20                3.00
Vardas7722     Pavarde7722                         3.44                3.40
Vardas7723     Pavarde7723                         4.16                4.40
Vardas7726     Pavarde7726                         4.44                4.00
Vardas7728     Pavarde7728                         4.88                5.00
Vardas7729     Pavarde7729                         3.72                3.80
Vardas7731     Pavarde7731                         3.72                3.80
Vardas7732     Pavarde7732                         4.88                4.80
Vardas7734     Pavarde7734                         4.56                4.40
Vardas7739     Pavarde7739                         4.08                3.80
Vardas7740     Pavarde7740                         3.56                3.60
Vardas7741     Pavarde7741                         2.64                2.20
Vardas7743     Pavarde7743                         3.52                3.40
Vardas7744     Pavarde7744                         4.72                4.60
Vardas7746     Pavarde7746                         3.44                4.00
Vardas7747     Pavarde7747                         4.20                4.20
Vardas7750     Pavarde7750                         4.08                4.40
Vardas7752     Pavarde7752                         4.80                4.80
Vardas7753     Pavarde7753                         3.36                4.00
Vardas7754     Pavarde7754                         4.04                4.20
Vardas7755     Pavarde7755                         4.68                4.80
Vardas7756     Pavarde7756                         4.32                4.20
Vardas7759     Pavarde7759                         2.48                2.20
Vardas7761     Pavarde7761                         4.56                4.80
Vardas7763     Pavarde7763                         4.00                4.00
Vardas7766     Pavarde7766                         4.76                4.60
Vardas7768     Pavarde7768                         3.40                3.80
Vardas7770     Pavarde7770                         2.08                1.60
Vardas7771     Pavarde7771                         3.52                3.20
Vardas7776     Pavarde7776                         4.40                4.80
Vardas7780     Pavarde7780                         4.00                4.40
Vardas7785     Pavarde7785                         3.56                3.40
Vardas7788     Pavarde7788                         3.92                4.20
Vardas7790     Pavarde7790                         3.80                3.80
Vardas7791     Pavarde7791                         4.12                4.20
Vardas7792     Pavarde7792                         3.84                3.80
Vardas7794     Pavarde7794                         3.60                3.80
Vardas7796     Pavarde7796                         4.52                4.60
Vardas7798     Pavarde7798                         3.28                3.40
Vardas7799     Pavarde7799                         2.32                2.00
Vardas7800     Pavarde7800                         4.44                4.00
Vardas7801     Pavarde7801                         3.68                3.20
Vardas7809     Pavarde7809                         4.84                5.00
Vardas7810     Pavarde7810                         4.40                4.20
Vardas7814     Pavarde7814                         3.52                3.60
Vardas7819     Pavarde7819                         4.16                4.00
Vardas7822     Pavarde7822                         3.28                3.60
Vardas7824     Pavarde7824                         2.88                2.40
Vardas7828     Pavarde7828                         2.48                2.20
Vardas7830     Pavarde7830                         3.44                3.40
Vardas7833     Pavarde7833                         3.20                3.80
Vardas7835     Pavarde7835                         4.84                5.00
Vardas7836     Pavarde7836                         3.00                3.00
Vardas7839     Pavarde7839                         3.64                4.00
Vardas7840     Pavarde7840                         3.88                3.80
Vardas7841     Pavarde7841                         3.04                3.40
Vardas7842     Pavarde7842                         2.48                2.40
Vardas7843     Pavarde7843                         4.16                4.20
Vardas7844     Pavarde7844                         3.24                2.60
Vardas7846     Pavarde7846                         2.88                3.00
Vardas7848     Pavarde7848                         3.40                3.40
Vardas7849     Pavarde7849                         2.24                2.40
Vardas7850     Pavarde7850                         3.20                2.80
Vardas7852     Pavarde7852                         3.36                3.40
Vardas7853     Pavarde7853                         2.80                2.80
Vardas7854     Pavarde7854                         4.36                4.00
Vardas7855     Pavarde7855                         3.68                3.40
Vardas7858     Pavarde7858                         3.08                3.20
Vardas7861     Pavarde7861                         2.60                2.80
Vardas7868     Pavarde7868                         4.08                3.80
Vardas7869     Pavarde7869                         3.48                3.20
Vardas7871     Pavarde7871                         3.60                3.20
Vardas7872     Pavarde7872                         4.00                3.80
Vardas7873     Pavarde7873                         3.16                3.40
Vardas7875     Pavarde7875                         2.88                3.00
Vardas7879     Pavarde7879                         4.16                4.00
Vardas7880     Pavarde7880                         4.76                5.20
Vardas7884     Pavarde7884                         2.84                2.60
Vardas7886     Pavarde7886                         3.04                3.00
Vardas7888     Pavarde7888                         3.44                3.20
Vardas7889     Pavarde7889                         3.12                3.20
Vardas7891     Pavarde7891                         4.52                4.20
Vardas7893     Pavarde7893                         3.08                3.20
Vardas7897     Pavarde7897                         4.28                4.60
Vardas7899     Pavarde7899                         3.76                3.60
Vardas7900     Pavarde7900                         4.36                4.40
Vardas7901     Pavarde7901                         2.84                2.80
Vardas7902     Pavarde7902                         3.20                3.00
Vardas7904     Pavarde7904                         3.40                3.20
Vardas7909     Pavarde7909                         3.24                3.00
Vardas7911     Pavarde7911                         3.00                2.60
Vardas7915     Pavarde7915                         4.20                4.60
Vardas7917     Pavarde7917                         3.56                3.60
Vardas7921     Pavarde7921                         3.04                2.60
Vardas7924     Pavarde7924                         4.16                4.00
Vardas7926     Pavarde7926                         4.80                4.60
Vardas7927     Pavarde7927                         3.84                3.60
Vardas7931     Pavarde7931                         3.00                3.20
Vardas7932     Pavarde7932                         4.36                4.60
Vardas7935     Pavarde7935                         4.00                4.00
Vardas7936     Pavarde7936                         4.92                4.60
Vardas7938     Pavarde7938                         2.44                2.40
Vardas7944     Pavarde7944                         2.60                2.80
Vardas7954     Pavarde7954                         4.28                4.20
Vardas7956     Pavarde7956                         4.00                4.20
Vardas7957     Pavarde7957                         3.96                4.20
Vardas7958     Pavarde7958                         3.92                4.20
Vardas7961     Pavarde7961                         3.72                4.20
Vardas7962     Pavarde7962                         3.44                3.40
Vardas7964     Pavarde7964                         4.08                3.80
Vardas7968     Pavarde7968                         4.36                4.40
Vardas7971     Pavarde7971                         4.72                4.80
Vardas7972     Pavarde7972                         4.60                4.60
Vardas7976     Pavarde7976                         3.32                3.40
Vardas7978     Pavarde7978                         2.24                2.40
Vardas7979     Pavarde7979                         3.28                3.40
Vardas7983     Pavarde7983                         2.24                2.00
Vardas7985     Pavarde7985                         4.00                3.80
Vardas7987     Pavarde7987                         2.76                2.80
Vardas7991     Pavarde7991                         4.64                4.80
Vardas7994     Pavarde7994                         3.36                3.40
Vardas7996     Pavarde7996                         3.56                3.40
Vardas7998     Pavarde7998                         4.48                4.20
Vardas7999     Pavarde7999                         2.40                2.40
Vardas8004     Pavarde8004                         2.32                2.20
Vardas8005     Pavarde8005                         4.16                4.20
Vardas8007     Pavarde8007                         3.88                3.80
Vardas8010     Pavarde8010                         4.20                3.80
Vardas8015     Pavarde8015                         2.56                2.60
Vardas8018     Pavarde8018                         4.80                4.80
Vardas8019     Pavarde8019                         3.88                3.60
Vardas8022     Pavarde8022                         4.04                3.60
Vardas8023     Pavarde8023                         3.12                3.20
Vardas8030     Pavarde8030                         4.28                4.00
Vardas8031     Pavarde8031                         4.36                4.60
Vardas8035     Pavarde8035                         2.68                2.40
Vardas8036     Pavarde8036                         2.60                2.40
Vardas8039     Pavarde8039                         4.76                5.00
Vardas8040     Pavarde8040                         4.12                3.60
Vardas8045     Pavarde8045                         4.12                4.00
Vardas8049     Pavarde8049                         3.64                3.40
Vardas8050     Pavarde8050                         4.96                5.00
Vardas8058     Pavarde8058                         4.36                4.20
Vardas8062     Pavarde8062                         3.40                3.00
Vardas8064     Pavarde8064                         4.92                5.00
Vardas8066     Pavarde8066                         3.96                4.00
Vardas8067     Pavarde8067                         4.16                4.80
Vardas8072     Pavarde8072                         2.56                2.40
Vardas8073     Pavarde8073                         2.72                2.20
Vardas8076     Pavarde8076                         4.36                4.20
Vardas8079     Pavarde8079                         3.68                3.60
Vardas8081     Pavarde8081                         2.92                2.60
Vardas8082     Pavarde8082                         4.80                5.00
Vardas8085     Pavarde8085                         2.36                2.20
Vardas8086     Pavarde8086                         3.24                3.40
Vardas8087     Pavarde8087                         2.60                2.60
Vardas8090     Pavarde8090                         4.20                4.40
Vardas8091     Pavarde8091                         4.52                4.80
Vardas8092     Pavarde8092                         3.92                4.00
Vardas8093     Pavarde8093                         3.64                3.60
Vardas8097     Pavarde8097                         3.24                3.20
Vardas8098     Pavarde8098                         4.36                4.20
Vardas8100     Pavarde8100                         4.56                4.20
Vardas8105     Pavarde8105                         4.44                4.60
Vardas8106     Pavarde8106                         4.48                4.60
Vardas8107     Pavarde8107                         2.96                3.00
Vardas8108     Pavarde8108                         4.60                4.60
Vardas8113     Pavarde8113                         3.16                3.40
Vardas8115     Pavarde8115                         2.40                2.20
Vardas8120     Pavarde8120                         4.32                4.20
Vardas8121     Pavarde8121                         3.64                3.40
Vardas8122     Pavarde8122                         3.52                3.60
Vardas8126     Pavarde8126                         4.68                4.80
Vardas8128     Pavarde8128                         2.32                2.60
Vardas8129     Pavarde8129                         3.36                3.60
Vardas8130     Pavarde8130                         4.04                4.20
Vardas8131     Pavarde8131                         4.92                4.60
Vardas8132     Pavarde8132                         4.60                5.20
Vardas8133     Pavarde8133                         4.16                4.20
Vardas8136     Pavarde8136                         3.88                3.60
Vardas8138     Pavarde8138                         3.44                3.00
Vardas8140     Pavarde8140                         2.64                2.80
Vardas8141     Pavarde8141                         4.96                5.00
Vardas8144     Pavarde8144                         4.24                4.40
Vardas8145     Pavarde8145                         2.56                2.20
Vardas8146     Pavarde8146                         3.04                3.20
Vardas8152     Pavarde8152                         3.64                4.00
Vardas8153     Pavarde8153                         3.44                3.60
Vardas8154     Pavarde8154                         4.96                4.60
Vardas8155     Pavarde8155                         4.56                5.20
Vardas8156     Pavarde8156                         3.32                3.20
Vardas8159     Pavarde8159                         2.80                2.80
Vardas8167     Pavarde8167                         2.68                3.00
Vardas8172     Pavarde8172                         2.80                3.20
Vardas8173     Pavarde8173                         4.28                4.20
Vardas8178     Pavarde8178                         2.56                2.60
Vardas8179     Pavarde8179                         4.28                4.60
Vardas8182     Pavarde8182                         4.64                4.80
Vardas8183     Pavarde8183                         2.52                2.20
Vardas8185     Pavarde8185                         3.52                4.00
Vardas8187     Pavarde8187                         2.80                3.00
Vardas8189     Pavarde8189                         4.56                4.80
Vardas8191     Pavarde8191                         4.80                4.80
Vardas8196     Pavarde8196                         2.24                2.20
Vardas8197     Pavarde8197                         2.60                2.40
Vardas8198     Pavarde8198                         2.76                2.60
Vardas8200     Pavarde8200                         2.80                2.60
Vardas8204     Pavarde8204                         3.64                3.60
Vardas8205     Pavarde8205                         4.60                4.80
Vardas8209     Pavarde8209                         2.36                2.20
Vardas8211     Pavarde8211                         2.40                2.20
Vardas8220     Pavarde8220                         4.84                4.60
Vardas8222     Pavarde8222                         3.40                3.00
Vardas8224     Pavarde8224                         3.92                4.40
Vardas8225     Pavarde8225                         4.48                4.60
Vardas8227     Pavarde8227                         4.60                4.20
Vardas8228     Pavarde8228                         4.80                4.60
Vardas8229     Pavarde8229                         3.96                3.80
Vardas8231     Pavarde8231                         3.52                3.20
Vardas8232     Pavarde8232                         3.88                4.00
Vardas8233     Pavarde8233                         4.24                4.40
Vardas8240     Pavarde8240                         4.56                5.20
Vardas8241     Pavarde8241                         3.68                3.60
Vardas8244     Pavarde8244                         3.56                3.00
Vardas8247     Pavarde8247                         2.72                2.60
Vardas8249     Pavarde8249                         4.40                4.80
Vardas8253     Pavarde8253                         4.32                4.00
Vardas8255     Pavarde8255                         4.76                4.80
Vardas8257     Pavarde8257                         3.24                3.60
Vardas8261     Pavarde8261                         4.64                4.40
Vardas8271     Pavarde8271                         2.80                2.80
Vardas8276     Pavarde8276                         4.04                3.60
Vardas8278     Pavarde8278                         4.40                4.20
Vardas8279     Pavarde8279                         3.20                2.60
Vardas8280     Pavarde8280                         3.80                4.00
Vardas8281     Pavarde8281                         4.48                4.20
Vardas8286     Pavarde8286                         2.80                3.00
Vardas8288     Pavarde8288                         4.96                4.80
Vardas8293     Pavarde8293                         4.96                4.80
Vardas8294     Pavarde8294                         4.68                4.60
Vardas8295     Pavarde8295                         4.24                4.40
Vardas8299     Pavarde8299                         2.56                2.20
Vardas8301     Pavarde8301                         3.04                3.00
Vardas8304     Pavarde8304                         4.36                4.20
Vardas8306     Pavarde8306                         2.72                2.60
Vardas8308     Pavarde8308                         3.60                4.00
Vardas8312     Pavarde8312                         3.72                4.00
Vardas8313     Pavarde8313                         2.68                2.60
Vardas8314     Pavarde8314                         2.28                2.40
Vardas8316     Pavarde8316                         2.52                2.20
Vardas8320     Pavarde8320                         3.36                3.20
Vardas8323     Pavarde8323                         1.96                1.20
Vardas8324     Pavarde8324                         3.60                4.20
Vardas8325     Pavarde8325                         4.84                5.00
Vardas8327     Pavarde8327                         4.08                3.80
Vardas8328     Pavarde8328                         3.32                3.20
Vardas8330     Pavarde8330                         4.56                4.40
Vardas8333     Pavarde8333                         4.88                5.20
Vardas8335     Pavarde8335                         3.96                4.00
Vardas8336     Pavarde8336                         2.12                1.60
Vardas8337     Pavarde8337                         3.96                3.60
Vardas8338     Pavarde8338                         2.40                2.20
Vardas8342     Pavarde8342                         3.32                3.40
Vardas8345     Pavarde8345                         2.32                2.40
Vardas8346     Pavarde8346                         3.08                2.60
Vardas8350     Pavarde8350                         4.48                4.80
Vardas8351     Pavarde8351                         3.20                3.00
Vardas8353     Pavarde8353                         2.68                2.60
Vardas8356     Pavarde8356                         4.80                5.00
Vardas8360     Pavarde8360                         3.16                2.60
Vardas8362     Pavarde8362                         3.36                3.00
Vardas8363     Pavarde8363                         4.12                4.00
Vardas8364     Pavarde8364                         3.96                3.40
Vardas8365     Pavarde8365                         2.12                1.80
Vardas8368     Pavarde8368                         4.00                3.60
Vardas8374     Pavarde8374                         3.80                3.20
Vardas8375     Pavarde8375                         4.96                5.00
Vardas8376     Pavarde8376                         3.84                3.40
Vardas8381     Pavarde8381                         3.56                3.40
Vardas8383     Pavarde8383                         4.24                4.20
Vardas8387     Pavarde8387                         2.68                2.60
Vardas8388     Pavarde8388                         4.16                4.40
Vardas8390     Pavarde8390                         4.36                4.20
Vardas8392     Pavarde8392                         4.32                4.40
Vardas8396     Pavarde8396                         3.12                3.00
Vardas8398     Pavarde8398                         4.28                3.60
Vardas8399     Pavarde8399                         4.12                4.00
Vardas8401     Pavarde8401                         2.52                2.20
Vardas8407     Pavarde8407                         4.72                4.40
Vardas8409     Pavarde8409                         4.04                3.80
Vardas8410     Pavarde8410                         4.04                4.40
Vardas8411     Pavarde8411                         3.56                3.80
Vardas8412     Pavarde8412                         3.52                3.20
Vardas8413     Pavarde8413                         4.04                4.20
Vardas8420     Pavarde8420                         3.40                3.40
Vardas8421     Pavarde8421                         4.36                4.20
Vardas8422     Pavarde8422                         4.28                4.60
Vardas8424     Pavarde8424                         2.96                2.40
Vardas8425     Pavarde8425                         2.72                2.60
Vardas8428     Pavarde8428                         4.00                4.40
Vardas8430     Pavarde8430                         4.48                4.80
Vardas8432     Pavarde8432                         2.76                2.80
Vardas8433     Pavarde8433                         4.24                4.80
Vardas8435     Pavarde8435                         4.56                5.00
Vardas8437     Pavarde8437                         2.84                2.80
Vardas8438     Pavarde8438                         4.28                4.60
Vardas8441     Pavarde8441                         4.44                4.20
Vardas8443     Pavarde8443                         3.40                4.00
Vardas8444     Pavarde8444                         4.16                4.40
Vardas8445     Pavarde8445                         3.72                3.80
Vardas8446     Pavarde8446                         4.80                4.60
Vardas8451     Pavarde8451                         2.60                2.40
Vardas8452     Pavarde8452                         4.00                3.80
Vardas8454     Pavarde8454                         4.84                5.00
Vardas8455     Pavarde8455                         4.84                4.80
Vardas8456     Pavarde8456                         2.48                2.00
Vardas8462     Pavarde8462                         4.28                4.40
Vardas8463     Pavarde8463                         3.60                3.80
Vardas8464     Pavarde8464                         2.64                2.20
Vardas8468     Pavarde8468                         4.68                4.60
Vardas8471     Pavarde8471                         4.72                4.60
Vardas8474     Pavarde8474                         4.88                5.40
Vardas8479     Pavarde8479                         3.84                4.40
Vardas8483     Pavarde8483                         4.32                4.40
Vardas8488     Pavarde8488                         2.56                2.00
Vardas8493     Pavarde8493                         2.12                2.00
Vardas8494     Pavarde8494                         3.12                3.20
Vardas8496     Pavarde8496                         4.36                4.60
Vardas8499     Pavarde8499                         4.96                5.20
Vardas8501     Pavarde8501                         2.96                3.20
Vardas8504     Pavarde8504                         3.80                3.80
Vardas8506     Pavarde8506                         3.76                4.20
Vardas8507     Pavarde8507                         4.92                5.00
Vardas8509     Pavarde8509                         4.52                4.40
Vardas8510     Pavarde8510                         3.04                3.40
Vardas8511     Pavarde8511                         4.20                4.00
Vardas8513     Pavarde8513                         2.24                1.80
Vardas8516     Pavarde8516                         3.48                3.80
Vardas8517     Pavarde8517                         2.76                2.60
Vardas8518     Pavarde8518                         4.16                4.40
Vardas8521     Pavarde8521                         2.76                2.40
Vardas8522     Pavarde8522                         4.48                4.20
Vardas8524     Pavarde8524                         4.88                5.00
Vardas8526     Pavarde8526                         3.48                3.80
Vardas8527     Pavarde8527                         4.16                4.60
Vardas8528     Pavarde8528                         2.60                2.80
Vardas8529     Pavarde8529                         4.36                4.00
Vardas8530     Pavarde8530                         4.44                4.20
Vardas8532     Pavarde8532                         4.60                4.60
Vardas8533     Pavarde8533                         3.56                3.80
Vardas8535     Pavarde8535                         4.16                4.40
Vardas8536     Pavarde8536                         3.08                3.00
Vardas8540     Pavarde8540                         3.52                3.40
Vardas8541     Pavarde8541                         3.24                3.40
Vardas8542     Pavarde8542                         2.28                2.20
Vardas8543     Pavarde8543                         4.08                4.20
Vardas8545     Pavarde8545                         3.68                3.40
Vardas8546     Pavarde8546                         3.64                4.00
Vardas8547     Pavarde8547                         3.56                3.80
Vardas8560     Pavarde8560                         3.52                3.20
Vardas8564     Pavarde8564                         4.92                4.80
Vardas8569     Pavarde8569                         3.72                3.80
Vardas8571     Pavarde8571                         2.68                2.60
Vardas8572     Pavarde8572                         3.80                4.20
Vardas8575     Pavarde8575                         4.32                4.60
Vardas8577     Pavarde8577                         2.52                2.00
Vardas8588     Pavarde8588                         2.88                2.60
Vardas8589     Pavarde8589                         3.52                3.40
Vardas8590     Pavarde8590                         4.16                4.00
Vardas8592     Pavarde8592                         3.52                3.40
Vardas8593     Pavarde8593                         4.68                4.60
Vardas8598     Pavarde8598                         4.32                4.40
Vardas8600     Pavarde8600                         4.60                5.20
Vardas8610     Pavarde8610                         3.52                3.40
Vardas8612     Pavarde8612                         4.20                4.40
